CustomerID,Age,Total_Spent,Avg_Transaction,Transaction_Count,Spending_Volatility,Product_Categories,Days_Since_Last_Transaction,Customer_Tenure_Days,Transaction_Frequency,Service_Interactions,Resolution_Rate,Days_Since_Last_Service,LoginFrequency,Days_Since_Last_Login,Days_Since_Last_Transaction_log,Transaction_Frequency_log,Gender_encoded,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_encoded,ServiceUsage_Mobile App,ServiceUsage_Online Banking,ServiceUsage_Website,ChurnStatus
15,0.47058823529411764,0.8763573213408905,0.4709661528356493,0.875,0.3534444078848973,1.0,15,1.1091025323173977,0.7250755287009063,1.0,0.0,-0.9534591266178162,0.8958333333333333,0.19929450485934386,-0.887644704752904,-0.38371528903808455,1,True,False,False,False,2,False,True,False,0
16,0.23529411764705888,1.019634271799397,0.44052628338020067,1.0,0.41036762286500555,0.75,17,-0.5833086070510318,1.8620689655172413,1.0,1.0,-0.8113252188682694,0.8333333333333333,1.076781676290769,-0.7874626533456333,0.14777885926419876,0,False,False,True,False,2,False,True,False,1
17,0.019607843137254943,0.48521409126720466,0.45645436072168966,0.75,0.5003739044599325,1.0,37,-0.31033906844322057,1.2,1.0,0.5,-0.3849234956196289,0.14583333333333331,-0.563737818124504,-0.15190871979958986,-0.12841434532607565,1,False,True,False,False,1,False,True,False,0
18,0.7450980392156864,-0.42764309077385565,0.3704509534267944,0.5,0.22733391163889805,0.5,123,0.18100610105083964,0.6550218340611353,0.5,0.0,-1.0280794281863281,0.7499999999999999,-1.345845949182948,0.8540498317913384,-0.427237097728579,0,False,True,False,False,3,False,False,True,1
19,0.7647058823529412,-0.33840147693055034,0.3974835279870276,0.5,0.6410517184648978,0.5,9,0.17190711643057927,0.6578947368421052,1.0,0.0,-1.0991463820611016,0.7916666666666666,1.1435470045518557,-1.287413037130303,-0.425416334615857,0,True,False,False,False,3,False,True,False,0
20,0.4509803921568628,2.043799641598569,0.6129641413001088,1.0,0.48443061828841494,1.0,14,0.9999147168742734,0.8463949843260189,0.5,1.0,-0.6301044864875972,0.3125,-0.3825176414158401,-0.9425388701674883,-0.3123653809167278,1,False,False,True,False,1,False,False,True,0
21,0.9019607843137255,-0.4796058762478872,0.3546870830682074,0.5,0.3737848105052197,0.25,151,-0.3740319607850432,0.8928571428571428,0.0,0.0,1.3597702220060581,0.3541666666666667,0.18975660082204576,1.0272238452371283,-0.28627503170035323,1,True,False,False,False,3,False,False,True,0
22,0.47058823529411764,0.42758904189115415,0.5213366448408219,0.625,0.42840477401214444,0.75,73,0.47217360889917165,0.6896551724137931,1.0,1.0,-0.6940647449748932,0.8541666666666666,0.5808106663512678,0.4149745024186322,-0.4054951423185071,0,True,False,False,False,1,True,False,False,0
23,0.33333333333333337,0.30297859778906455,0.7448428744432357,0.375,0.24136280697556162,0.25,54,0.7633411167475036,0.40955631399317405,1.0,0.5,-0.19304272015774074,0.375,-0.0105393839612143,0.1625849193777988,-0.5957736297963925,0,True,False,False,False,1,True,False,False,0
24,0.7254901960784313,-0.16777497906013825,0.4491882017282784,0.5,0.6398552241931142,0.75,19,0.8725289321906281,0.49180327868852464,0.5,1.0,-1.0067593420238963,0.22916666666666666,-0.8594128432807451,-0.6978467546119443,-0.5362379110992939,1,False,False,False,True,2,True,False,False,0
25,0.4901960784313726,-0.6804265995671043,0.5031301956115684,0.25,0.5608267775418025,0.25,85,-1.6205928537607146,2.903225806451613,0.5,1.0,-1.127573163611011,0.5416666666666666,1.3438429893351156,0.5427991870821298,0.4734930560195186,0,False,True,False,False,1,True,False,False,0
26,0.2549019607843137,-0.9418796033299514,0.37108725548553945,0.25,0.40997876222667584,0.5,3,-0.5287146993294696,0.5960264900662252,0.5,1.0,-1.148893249773443,0.9166666666666666,-0.8117233230942545,-2.066777269789622,-0.4653423549236034,1,False,False,True,False,2,True,False,False,1
27,0.1568627450980392,1.2781071366664445,0.5470555635378395,0.875,0.37219945559510637,1.0,51,0.9271228399121904,0.7717041800643086,0.5,0.0,-0.502183969513005,0.4375,-0.8307991311688507,0.11487721851810609,-0.35571559849035045,1,False,False,False,True,2,True,False,False,0
28,0.17647058823529416,0.5895054065342975,0.5622241835834069,0.625,0.42798600101702017,0.5,13,1.2546862862415638,0.5187319884726225,1.0,0.0,-1.1098064251423176,0.8541666666666666,-1.0692467321013033,-1.0012217472008615,-0.5174565822628611,0,False,False,False,True,3,False,True,False,0
29,0.3921568627450981,-0.5608146611584238,0.5635583653194852,0.25,0.6755406658490622,0.25,98,0.06271930098745476,0.41666666666666663,1.0,0.5,-0.8290919573369627,0.6874999999999999,-0.5541999140872059,0.6625353031624686,-0.5904912631499121,0,True,False,False,False,2,False,False,True,0
30,1.0,-0.7591429046738813,0.705125310453827,0.125,0.4037869043701954,0.25,105,-0.7379913455954582,0.46875,1.0,0.5,-0.9463524312303389,0.7708333333333333,-0.05822890414770479,0.7206452166497133,-0.5525876757010552,1,True,False,False,False,3,False,False,True,0
31,0.3137254901960784,-0.21472571275487065,0.4349637718343972,0.5,0.27360832760013165,0.5,22,1.1091025323173977,0.45317220543806647,1.0,1.0,-0.5199507079816984,0.4583333333333333,-0.4015934494904363,-0.5789702286523305,-0.563781651017074,1,True,False,False,False,1,False,True,False,0
32,1.0,-0.05629069218545658,0.48297378846035416,0.5,0.43337022524004665,0.75,88,0.08091727022797551,0.6880733944954129,0.0,0.0,1.3597702220060581,0.9791666666666666,1.7253591508270396,0.5719642506483774,-0.4064783917416779,0,False,True,False,False,3,True,False,False,0
33,0.09803921568627455,-0.7830652923556174,0.6870009647160246,0.125,0.05094074362118992,0.25,54,-1.0564558073045713,0.6451612903225807,0.5,1.0,-0.45243710180066365,0.4791666666666667,0.4568179138663925,0.1625849193777988,-0.43351055615019096,1,True,False,False,False,3,True,False,False,1
34,0.2941176470588236,0.8389430321127168,0.4101069397976148,1.0,0.3279889922526996,0.75,9,1.2728842554820845,0.7736389684813754,1.0,0.5,-0.5696975756940398,0.8958333333333333,0.8955614995821051,-1.287413037130303,-0.3545697738625618,1,False,False,False,True,3,False,True,False,0
35,0.9215686274509803,-0.6600126481308776,0.5134547096615283,0.25,0.551045436869971,0.5,114,-0.45592282236738657,0.5660377358490566,0.5,0.0,-0.5874643141627331,0.375,0.4186662977172001,0.7899602865253474,-0.48525567462664243,1,False,True,False,False,1,True,False,False,0
36,0.0,0.07379237061619205,0.4319875202692994,0.625,0.5511351739403548,0.75,65,0.28109493187370377,0.75,0.5,1.0,-0.9889926035552029,0.10416666666666667,1.381994605484308,0.31766113619965347,-0.36865573674727103,0,False,False,False,True,1,False,True,False,0
37,0.3529411764705882,2.5734922381551524,0.7021490588887292,1.0,0.4322933803954414,0.75,24,1.1545974554186997,0.8035714285714285,0.5,1.0,-0.20014941554521806,0.04166666666666667,-0.5065103939007154,-0.5080488044709845,-0.33700061495791733,0,False,True,False,False,2,False,True,False,0
38,0.6862745098039217,-0.5312977400041187,0.5784601490178369,0.25,0.691244653166223,0.25,26,0.699648224405681,0.3146853146853147,0.5,1.0,-0.21791615401391143,0.9583333333333333,-1.3744596612948423,-0.44258848638281806,-0.6689222965327962,0,False,True,False,False,1,False,True,False,0
39,0.47058823529411764,-0.10177844860406902,0.4692009277694533,0.5,0.5356704854775508,0.5,20,0.3720847780763075,0.6,0.0,0.0,1.3597702220060581,0.5208333333333333,1.5918284943048662,-0.6563475802380468,-0.4627319549071561,1,False,True,False,False,2,False,True,False,0
40,0.9607843137254902,0.42165585627133495,0.4427020259036515,0.75,0.32927522359486705,0.5,151,-0.04646851445566973,1.0294117647058825,0.5,1.0,-1.0813796435924083,0.3958333333333333,-0.954791883653726,1.0272238452371283,-0.2131463899496877,0,False,False,False,True,1,False,False,True,0
41,1.0,-1.224369678479965,0.35265502165479584,0.125,0.6271424725554127,0.25,319,-1.8116715307861824,6.0,0.5,0.0,-0.12197576628296733,0.7708333333333333,0.018074328150679993,1.6604183754614916,1.0866973387449523,0,False,True,False,False,3,True,False,False,1
42,0.5686274509803921,-0.9976217467672922,0.3429257579178554,0.25,0.38787353055547247,0.25,71,-0.1647553145190546,0.4712041884816754,0.0,0.0,1.3597702220060581,0.18749999999999997,-0.10591842433419528,0.39166991169108495,-0.5508349645158533,1,False,False,False,True,2,True,False,False,0
43,0.37254901960784315,1.2822116006911142,0.6289743221330487,0.75,0.18961442972091772,0.75,59,0.35388680883578677,0.8467741935483871,1.0,0.5,-1.0565062097362377,0.49999999999999994,0.3995904896426039,0.23659369486922951,-0.31214979390294834,1,False,False,True,False,1,True,False,False,0
44,0.37254901960784315,-0.7846637304906371,0.4504813317186313,0.25,0.5791032275432981,0.25,38,0.7451431475069829,0.30927835051546393,0.5,0.0,-0.3031964986636395,0.7083333333333333,-1.2409290047726689,-0.12981489703743823,-0.6732488213216202,0,False,False,False,True,1,True,False,False,0
45,0.27450980392156865,-1.309439097869151,0.5965229171370513,0.0,0.0,0.0,8,-1.8935623923685259,30.0,0.5,0.0,-0.5448241418378691,0.9999999999999999,-0.5541999140872059,-1.377028935863992,2.648903447294453,0,False,False,False,True,1,False,True,False,0
46,0.7647058823529412,-1.5339654714958642,0.2563065744370779,0.0,0.0,0.0,133,-1.8935623923685259,30.0,0.0,0.0,1.3597702220060581,0.4791666666666667,-0.23944908085636865,0.9200181011350096,2.648903447294453,0,False,True,False,False,3,False,True,False,1
47,0.6274509803921569,0.26996678647513983,0.4098606293232619,0.75,0.30540516287278274,1.0,42,0.2356000087724019,0.8936170212765958,0.0,0.0,1.3597702220060581,0.4166666666666667,0.7429550349853354,-0.04676709543622891,-0.2858536729419863,0,False,True,False,False,2,False,False,True,0
48,0.019607843137254943,0.44731214294699084,0.44824401157659227,0.75,0.37507104184738715,1.0,22,-0.0555674990759301,1.0344827586206897,0.0,0.0,1.3597702220060581,0.6874999999999999,0.22790821697123814,-0.5789702286523305,-0.2105264351774187,1,True,False,False,False,2,False,False,True,0
49,0.17647058823529416,-0.8474362925048868,0.41878938401855537,0.25,0.4376776046184679,0.5,207,-1.001861899583009,0.9090909090909092,0.0,0.0,1.3597702220060581,0.3541666666666667,1.3056913731859232,1.2940097835548239,-0.2773098590922731,0,False,False,True,False,2,False,True,False,0
50,0.6274509803921569,0.3353266508943791,0.7571173464151564,0.375,0.2555113517394036,0.5,22,1.1454984707984393,0.3582089552238806,1.0,0.0,-1.0103126897176349,0.375,-0.08684261625959909,-0.5789702286523305,-0.6347302787913657,0,False,False,True,False,1,False,True,False,0
51,0.607843137254902,-0.9715455314290464,0.3561033682957367,0.25,0.7602524602913464,0.5,164,-0.8198822071778016,0.7563025210084033,0.0,0.0,1.3597702220060581,0.04166666666666667,-1.1169362522877937,1.0970253688589722,-0.36488168115825126,1,True,False,False,False,2,True,False,False,1
52,0.1960784313725491,-1.1728539138403036,0.8034852932120938,0.0,0.0,0.0,317,-1.8935623923685259,30.0,0.0,0.0,1.3597702220060581,0.10416666666666667,1.3343050852978176,1.6550856661308875,2.648903447294453,1,False,False,False,True,2,True,False,False,0
53,0.4509803921568628,-0.015896264061483287,0.34797512264209035,0.75,0.4078848972510545,0.75,3,0.7451431475069829,0.7216494845360825,0.0,0.0,1.3597702220060581,0.3958333333333333,-0.8403370352061489,-2.066777269789622,-0.3858023223026374,0,False,False,False,True,1,True,False,False,0
54,0.6862745098039217,-1.0916315828438767,0.4532112728093761,0.125,0.22206933684304986,0.25,180,-1.7024837153430579,2.7272727272727275,1.0,1.0,-1.074272948204931,0.4375,1.5918284943048662,1.1757464242819102,0.4250686995333817,0,False,True,False,False,1,False,True,False,0
55,0.21568627450980393,-0.18656340018956533,0.4435025349452985,0.5,0.4518560617391045,0.5,116,0.2992929011142245,0.6198347107438017,0.0,0.0,1.3597702220060581,0.6666666666666666,-0.41113135352773444,0.804625552443736,-0.44979772149427266,0,False,False,True,False,1,False,False,True,0
56,0.9803921568627451,0.2389327037011551,0.5724460682690531,0.5,0.37886991116030033,0.75,16,0.035422347126673644,0.704225352112676,0.0,0.0,1.3597702220060581,0.2708333333333333,-0.43020716160233063,-0.8360795625784478,-0.39648121745888965,0,False,True,False,False,1,True,False,False,0
57,0.5490196078431373,-0.9066733261018471,0.38886266138467535,0.25,0.3154557147557656,0.5,33,0.6541533013043791,0.3202846975088968,0.5,0.0,-1.1311265113047497,0.8958333333333333,-0.13453213644608958,-0.24651328006008882,-0.6644605176425719,0,True,False,False,False,3,False,True,False,0
58,0.6666666666666666,1.2851781935010238,0.7379051294156284,0.625,0.21016421883880235,0.75,43,0.5813614243422961,0.6593406593406594,1.0,0.0,-0.6229977911001199,0.16666666666666666,0.7620308430599316,-0.027213030763161308,-0.4245011437878006,1,False,False,True,False,3,False,True,False,0
59,0.0,-1.3201540518081394,0.18001190500626038,0.25,0.13203314289132842,0.25,30,-0.7197933763549375,0.6923076923076923,0.0,0.0,1.3597702220060581,0.9166666666666666,-1.5079903178170158,-0.3250827332453797,-0.4038483728320104,1,False,True,False,False,2,False,True,False,0
60,0.0,-0.6583193873946278,0.38069336398530346,0.375,0.5816457778708385,0.75,11,1.0272116707350545,0.37267080745341613,1.0,0.5,-0.48441723104431167,0.49999999999999994,1.200774428775644,-1.132336820308448,-0.6236112128113698,0,False,False,True,False,3,True,False,False,0
61,0.7058823529411765,-0.7966520165032851,0.4444261992241219,0.25,0.2923633753103407,0.25,81,0.4903715781396924,0.3422053231939164,0.5,1.0,-0.27476971711373016,0.9583333333333333,-1.6605967824137853,0.502288466453485,-0.647173595440322,1,False,False,True,False,1,False,False,True,1
62,0.09803921568627455,-0.578519395416651,0.41092797471212456,0.375,0.3825790434028297,0.75,35,1.0727065938363562,0.3669724770642202,1.0,1.0,-1.202193465179523,0.3125,-0.4969724898634173,-0.19789637082727413,-0.6279783530679833,0,False,True,False,False,3,True,False,False,0
63,0.7450980392156864,1.2706703355128361,0.48278905560458946,1.0,0.38972809667673713,1.0,18,0.6814502551651602,0.9507042253521126,0.0,0.0,1.3597702220060581,0.12499999999999999,0.3900525856053058,-0.7414750023179489,-0.2546723932885221,1,False,True,False,False,1,True,False,False,0
64,0.7843137254901961,-0.4089088539879887,0.6402840780804203,0.25,0.4730639227064701,0.5,13,0.1992040702913604,0.38961038961038963,0.0,0.0,1.3597702220060581,0.20833333333333331,0.31374935330692105,-1.0012217472008615,-0.6107351478951283,0,False,False,True,False,3,False,True,False,0
65,0.33333333333333337,0.12572806391844374,0.5381473347154088,0.5,0.4684275074033083,0.5,44,-0.7379913455954582,1.171875,0.0,0.0,1.3597702220060581,0.5416666666666666,-0.7735717069450622,-0.008098420686314417,-0.14192180542106816,0,True,False,False,False,1,True,False,False,0
66,0.2941176470588236,0.19240189866901253,0.3414273691988751,0.875,0.33935568783464454,0.75,10,1.1727954246592205,0.7100591715976331,0.0,0.0,1.3597702220060581,0.8124999999999999,-0.4015934494904363,-1.206345595799879,-0.39289367865878194,1,False,False,False,True,2,False,True,False,0
67,0.07843137254901966,-0.7657804867599802,0.33999055809848305,0.375,0.41344859561484854,0.25,52,0.626856347443598,0.43165467625899284,1.0,1.0,-0.42045697255701564,0.3333333333333333,-0.16314584855798386,0.13107893413135455,-0.5794427994365461,0,False,False,True,False,2,False,True,False,0
68,0.8039215686274509,-0.5155571881999412,0.4347790389786325,0.375,0.3761179743351979,0.75,55,-0.27394312996217907,0.670391061452514,1.0,0.0,-0.47731053565683434,0.08333333333333333,-0.18222165663258005,0.17791081783585652,-0.41753306039310695,0,True,False,False,False,3,False,False,True,1
69,0.823529411764706,-0.3095889522425251,0.5127978817299206,0.375,0.3793185965122192,0.5,27,0.4903715781396924,0.45627376425855515,0.5,1.0,-0.9072656065992134,0.5833333333333333,-1.2409290047726689,-0.4116554646825029,-0.5615433793520528,0,False,False,True,False,1,True,False,False,0
70,0.607843137254902,1.6077917750572106,0.6994601695437098,0.75,0.37779306631569504,0.75,18,1.2273893323807827,0.6104651162790699,0.0,0.0,1.3597702220060581,0.18749999999999997,1.076781676290769,-0.7414750023179489,-0.45588778869472,0,False,True,False,False,2,True,False,False,0
71,0.019607843137254943,-1.0735069199230598,0.3046039532831133,0.25,0.05829918339265951,0.25,58,0.8179350244690659,0.3010033444816054,1.0,0.5,-0.28542976019494615,0.9583333333333333,-0.4015934494904363,0.22229815916838447,-0.6799050050803477,0,True,False,False,False,1,False,True,False,1
72,0.019607843137254943,-0.2528714906211042,0.3494940372339333,0.625,0.4546678232777961,0.5,39,0.8998258860514092,0.5844155844155844,1.0,0.5,0.052138270710227516,0.49999999999999994,0.6857276107615469,-0.10828047209358524,-0.4730075540637631,0,True,False,False,False,3,False,True,False,1
73,0.7647058823529412,1.3371951633186148,0.49399618218764746,1.0,0.36265741377763155,0.5,45,0.9271228399121904,0.8681672025723473,0.5,1.0,-0.7260448742185412,0.4791666666666667,-1.0787846361386013,0.010596053866028623,-0.30005864373541646,1,False,False,True,False,1,False,True,False,1
74,0.8039215686274509,1.1063292214953828,0.5145220550503911,0.875,0.3905357303101912,1.0,126,-0.49231876084842807,1.5483870967741935,0.5,1.0,-0.136189157057922,0.8958333333333333,1.3056913731859232,0.874383015646908,0.025911959924795343,1,False,False,False,True,1,True,False,False,0
75,0.6862745098039217,-0.6733826349043054,0.37498717132946074,0.375,0.27585175435972603,0.75,0,-0.7106943917346771,0.916030534351145,0.5,1.0,-0.7473649603809733,0.22916666666666666,0.18021869678474767,-3.2459098348263398,-0.27350065559383463,0,False,False,True,False,3,True,False,False,1
76,0.7450980392156864,-0.5190249861877807,0.4334653831154169,0.375,0.5899315007029404,0.25,24,0.5722624397220357,0.4411764705882353,1.0,0.5,-1.0636129051237149,0.08333333333333333,0.5521969542393735,-0.5080488044709845,-0.5724836975807083,0,False,False,False,True,2,False,False,True,1
77,0.21568627450980393,0.7179223007714765,0.4409573267103183,0.875,0.3817414974125812,0.5,27,1.0818055784566167,0.7317073170731707,0.0,0.0,1.3597702220060581,0.5833333333333333,-0.9643297876910241,-0.4116554646825029,-0.3796871727423672,1,True,False,False,False,3,False,True,False,0
78,0.9019607843137255,-0.6098243999084358,0.5388041626470166,0.25,0.5023780323651701,0.25,259,-1.4750090998365486,1.9148936170212765,0.5,0.0,-1.0813796435924083,0.7083333333333333,-0.8880265553926393,1.4838077336957836,0.1669784555851737,1,False,False,False,True,1,True,False,False,0
79,0.3529411764705882,-0.4548165390691912,0.6170898417455202,0.25,0.7429032933504831,0.25,17,1.209191363140262,0.2631578947368421,0.5,1.0,-0.01892868316454589,0.4583333333333333,0.7334171309480374,-0.7874626533456333,-0.7108965185209829,1,False,True,False,False,3,False,True,False,1
80,0.5294117647058824,-1.5662728863435091,0.20735236765943468,0.0,0.0,0.0,270,-1.8935623923685259,30.0,0.0,0.0,1.3597702220060581,0.6458333333333333,0.2565219290831324,1.5190527302439811,2.648903447294453,1,False,False,False,True,3,True,False,False,0
81,0.0,1.2390537710455811,0.5396662493072518,0.875,0.4826657892375341,0.75,122,0.09911523946849626,1.0909090909090908,0.0,0.0,1.3597702220060581,0.8124999999999999,-1.431687085518631,0.8471626334162994,-0.18180629151824998,0,False,False,False,True,1,False,False,True,1
82,0.27450980392156865,-1.4016066662646958,0.4568648781789445,0.0,0.0,0.0,333,-1.8935623923685259,30.0,0.0,0.0,1.3597702220060581,0.375,0.5617348582766716,1.6968395386207957,2.648903447294453,0,True,False,False,False,3,True,False,False,0
83,0.6862745098039217,0.20704521751610036,0.465629425891336,0.625,0.49044300200412794,0.75,77,0.6541533013043791,0.6405693950177936,1.0,0.0,-0.31740988943859416,0.49999999999999994,-1.6987483985629777,0.45975138548092087,-0.43644484729919847,1,False,False,False,True,2,True,False,False,0
84,0.23529411764705888,0.37771235364418243,0.6145035817648146,0.5,0.3229936286680028,0.75,16,1.0363106553553147,0.46439628482972134,0.0,0.0,1.3597702220060581,0.9166666666666666,-1.4030733734067367,-0.8360795625784478,-0.5557041928136472,1,True,False,False,False,2,False,True,False,0
85,0.823529411764706,0.5730062739202801,0.3653400110839713,1.0,0.2964015434776106,0.75,25,0.5176685320004735,1.0150375939849623,0.0,0.0,1.3597702220060581,0.7499999999999999,-0.31575231315475344,-0.47468906400025296,-0.22060861138524182,1,False,True,False,False,3,True,False,False,0
86,0.3921568627450981,0.5521182094779038,0.4709456269627865,0.75,0.4762645448834914,0.5,29,0.5267675166207338,0.7865168539325843,0.0,0.0,1.3597702220060581,0.0,-0.9929434998029184,-0.3529725876491292,-0.34697490373093454,1,False,True,False,False,1,False,False,True,0
87,0.21568627450980393,0.19609998011698196,0.5594737166197993,0.5,0.5622625706679429,0.75,5,-0.5014177454686884,0.9740259740259739,1.0,0.5,-1.1417865543859658,0.8749999999999999,-1.326770141108352,-1.721903102826807,-0.24219570507181573,0,False,False,True,False,3,False,False,True,0
88,0.07843137254901966,-1.1104200039733039,0.4389868429154949,0.125,0.002931410965870001,0.25,140,-0.0919634375569716,0.30150753768844224,0.0,0.0,1.3597702220060581,0.24999999999999997,1.4106083175962023,0.9633289148563394,-0.679498236548261,1,False,False,True,False,3,False,True,False,0
89,0.11764705882352944,0.9277918094652121,0.5522691352449763,0.75,0.47246567557057817,0.75,80,0.10821422408875664,0.9502262443438914,0.0,0.0,1.3597702220060581,0.22916666666666666,-0.5923515302363983,0.49185196309835616,-0.25492966103396153,1,False,False,True,False,2,True,False,False,0
90,0.07843137254901966,-0.050276230050297493,0.4006445124078901,0.625,0.44850587777811013,0.75,1,1.3456761324441675,0.5042016806722689,0.5,1.0,-0.7971118280933147,0.9583333333333333,0.35190096945611343,-2.656343552307981,-0.5275489356273646,1,False,True,False,False,2,False,True,False,0
91,0.9215686274509803,0.7283256947349949,0.3914899731111065,1.0,0.5900810624869134,1.0,64,0.8179350244690659,0.9030100334448161,1.0,0.5,-0.4311170156382316,0.8749999999999999,1.4582978377826927,0.3046751686590654,-0.28065908934526196,0,False,False,False,True,1,True,False,False,0
92,0.05882352941176472,1.3521771343129527,0.561095260575956,0.875,0.4510185157488559,1.0,22,-0.17385429913931497,1.263157894736842,1.0,0.5,-0.9108189542929521,0.7499999999999999,0.04668804026257429,-0.5789702286523305,-0.09870060714613123,0,True,False,False,False,1,True,False,False,0
93,0.23529411764705888,-0.5675877041034226,0.32802397421950363,0.5,0.3504531722054381,0.5,21,-0.15565632989879422,0.78125,1.0,1.0,-0.9143723019866908,0.8541666666666666,-0.9738676917283222,-0.61677931328152,-0.3500744493317211,0,False,True,False,False,1,True,False,False,0
94,0.7058823529411765,-0.20788493938042182,0.7418050452595496,0.25,0.20337411384642995,0.25,2,0.28109493187370377,0.375,0.0,0.0,1.3597702220060581,0.8333333333333333,0.08483965641176668,-2.311469385345166,-0.6218313615813499,1,False,False,False,True,3,False,False,True,0
95,0.7843137254901961,-0.7989548511045849,0.4432767503438083,0.25,0.2990338308755347,0.5,54,0.5722624397220357,0.3308823529411765,0.5,1.0,-0.6691913111187225,0.22916666666666666,0.15160498467285335,0.1625849193777988,-0.6560675041455744,0,False,False,True,False,3,False,True,False,0
96,0.27450980392156865,-1.4971607561327405,0.3120753710051519,0.0,0.0,0.0,129,-1.8935623923685259,30.0,1.0,0.0,-0.1006556801205353,0.7291666666666666,1.2293881408875384,0.8942414511774245,2.648903447294453,0,True,False,False,False,3,True,False,False,0
